Crime_ID,Crime_Type,Distance,School_ID
HZ415483,7,0.43909073894579115,400087
HZ415483,7,0.3822534940517055,609676
HZ415547,7,0.45643508040126884,400102
HZ415583,1,0.11675566868755988,610513
HZ415557,4,0.2847052150212093,609712
HZ415602,16,0.34640314347692647,610573
HZ415604,16,0.2852558634981392,400105
HZ415576,2,0.21501663147343375,400175
HZ415553,7,0.32710989849903277,400077
HZ415439,9,0.4556000188393643,400130
HZ415701,0,0.35849193505329185,400179
HZ415640,8,0.20932144117498858,609711
HZ415731,2,0.369317959867045,609711
HZ415722,0,0.3495572080376648,609766
HZ415451,2,0.46944057705470676,610561
HZ415451,2,0.27083062764905963,610571
HZ414782,1,0.2925018381907966,400129
HZ415765,9,0.2563079386885609,400137
HZ415822,11,0.4967336032425476,609780
HZ415822,11,0.21004252536534784,400054
HZ415785,6,0.43553509318442485,610389
HZ415800,2,0.3019809860708273,609737
HZ415853,11,0.25575296193324787,609780
HZ415853,11,0.4497716778131845,400054
HZ415927,0,0.4139907365084431,400022
HZ415882,12,0.406244272260509,609680
HZ415975,0,0.3197867745184404,609695
HZ414327,4,0.4828793556842805,610564
HZ415988,0,0.43507446944783545,610571
HZ415946,1,0.4609541107053713,610381
HZ415946,1,0.4842138671530455,610380
HZ414721,6,0.48542053121697043,400077
HZ415778,2,0.28480743308963824,400056
HZ416163,0,0.42253950282914576,400137
HZ416093,8,0.26413586581655685,610391
HZ414609,4,0.2974424542759751,400128
HZ415902,0,0.2739158665173485,609756
HZ415338,1,0.2775903262607747,609691
HZ416294,0,0.3368680468561313,400036
HZ416439,0,0.24966528679380035,400061
HZ416439,0,0.24704525428186283,400062
HZ415929,7,0.4387978723871384,400113
HZ416498,0,0.4441387881087567,400036
HZ416507,12,0.4441387881087567,400036
HZ416447,2,0.330854199089646,609698
HZ416276,11,0.4046459918760542,400117
HZ416512,19,0.3069533495136973,609713
HZ416603,2,0.17309848666739142,400134
HZ416179,9,0.48621264675778925,610558
HZ415899,0,0.2725198463301413,400141
HZ415932,0,0.18619931610245746,609678
HZ416596,11,0.47093267420677315,400123
HZ416810,1,0.4097511209459395,400173
HZ416792,19,0.11582028696084297,400053
HZ416792,19,0.39513850445421805,400055
HZ416792,19,0.46396227709398347,610529
HZ416920,2,0.45986175421085373,609710
HZ416971,9,0.23579319914555408,400129
HZ416109,12,0.31376616672306396,400058
HZ417409,12,0.2634098463648459,400102
HZ417409,12,0.33417359634307736,400091
HZ417544,0,0.4076266193482084,609680
HZ417539,0,0.30988216873872315,400123
HZ417815,0,0.13100948329501264,400098
HZ417815,0,0.07557145093958195,400133
HZ417141,0,0.4233185965540876,609738
HZ418088,2,0.491165489447792,610561
HZ418088,2,0.2820337308323776,610304
HZ418412,9,0.2081105287875226,610340
HZ491063,2,0.44156947816891895,400051
HZ414513,7,0.19377234246955852,400130
HZ415662,1,0.4233403466565408,609712
HZ417728,1,0.45432775534300107,400127
HZ420011,7,0.2559942212780067,400175
HZ415435,7,0.44164660855855076,610571
HZ421039,6,0.29531361325944466,400123
HZ414617,6,0.4974319375864496,400118
HZ415625,6,0.2794100879977981,610564
HZ415589,1,0.33055904152397203,609749
HZ415638,8,0.11152123578843177,609761
HZ415638,8,0.17429352797806213,400156
HZ415650,2,0.451691050041351,400086
HZ415650,2,0.35030310019300764,610506
HZ415629,1,0.4141250874899978,400052
HZ415631,4,0.39246936671939114,610565
HZ415636,1,0.47215990199594476,400119
HZ422724,9,0.10107932124116356,400035
HZ416536,4,0.1444083173802624,610245
HZ415628,1,0.1652459441715898,610573
HZ415659,15,0.13706252578885955,609716
HZ415667,15,0.20631397145336838,400141
HZ415689,7,0.3543341693881008,610558
HZ415653,1,0.20043318253451092,610513
HZ415610,2,0.48451742761985633,400127
HZ415669,14,0.32667571417783536,400141
HZ415674,0,0.09275522927244256,609715
HZ415692,4,0.3872337714142462,400126
HZ415683,9,0.4069815749892508,609738
HZ415712,2,0.2719898916339316,609725
HZ415700,8,0.20264951166170117,400058
HZ415702,1,0.432335861965309,610524
HZ415695,1,0.25512882745513754,609728
HZ415723,12,0.3495572080376648,609766
HZ415752,6,0.3561582747185558,400157
HZ415752,6,0.42519019160432275,610323
HZ415809,8,0.4881009958486452,610580
HZ415809,8,0.4553755318246495,609759
HZ415764,6,0.4704748123017035,610381
HZ415764,6,0.402760760973354,610380
HZ415880,0,0.43121452241898495,400172
HZ415869,0,0.3957398729623097,400077
HZ415942,0,0.3212496258671776,400126
HZ415963,2,0.423580623516435,400129
HZ415984,2,0.4948220325731153,400097
HZ416043,0,0.2532012680817619,609720
HZ415964,9,0.3707383409943272,609729
HZ416041,0,0.2077086931380853,400059
HZ416041,0,0.43428050816167074,610566
HZ416041,0,0.10581995772778731,610499
HZ415754,4,0.16389009018085052,400171
HZ415754,4,0.24622744230092805,400147
HZ415719,4,0.2964920511807909,400064
HZ415950,2,0.08257817963043784,610567
HZ416059,0,0.4154417408062279,400118
HZ416067,15,0.4537691972727052,400161
HZ416084,1,0.39385675656817326,609678
HZ416101,2,0.3429703069287025,400118
HZ415729,1,0.45774185455689503,400176
HZ415985,4,0.36609377308256996,400056
HZ416105,0,0.21602128595207096,610245
HZ416105,0,0.49757761229387354,610518
HZ416086,0,0.24099788304853095,609678
HZ416196,2,0.1657855393123928,610580
HZ416196,2,0.11514785295312209,609759
HZ416170,0,0.44956673571091055,609680
HZ416133,2,0.47227538962116283,609783
HZ416012,8,0.339464126967596,400098
HZ416012,8,0.3070603762161149,400133
HZ416245,2,0.442704226651087,400061
HZ416245,2,0.35388563190871253,400062
HZ416044,0,0.28870379811773755,400130
HZ416238,2,0.23037498499203735,610334
HZ416254,8,0.22902566410620395,609715
HZ416138,0,0.3489433013963233,400098
HZ416138,0,0.3367242153474677,400133
HZ416313,15,0.3232979917861957,400097
HZ416313,15,0.13924774141878055,400142
HZ416269,6,0.4768975933749285,610567
HZ416309,0,0.47633112128505695,400036
HZ416299,1,0.24268673373812394,400094
HZ416376,0,0.26636543196807,610563
HZ416369,12,0.3984650640715713,609691
HZ416432,14,0.239014756420463,609722
HZ416212,0,0.37431001213584464,400141
HZ416308,15,0.12437670654693088,400127
HZ416315,0,0.0811678372005976,400131
HZ416315,0,0.3963507571797622,400022
HZ416410,0,0.1528767539001389,400098
HZ416410,0,0.051758259102436706,400133
HZ416504,0,0.3105663426145185,400119
HZ415738,12,0.29093408466612075,610566
HZ415738,12,0.23492915316956292,400118
HZ416015,12,0.39838770949591257,400128
HZ416524,7,0.3556994136801057,610513
HZ416524,7,0.34792957931853524,400145
HZ416572,0,0.46264262500247494,400170
HZ416405,1,0.24966528679380035,400061
HZ416405,1,0.24704525428186283,400062
HZ416554,4,0.09060432916944332,610580
HZ416554,4,0.02268609740324616,609759
HZ416483,4,0.4116588513452867,609722
HZ416483,4,0.3555573212600896,610566
HZ416494,11,0.34203417211169884,609722
HZ416531,15,0.312738760530587,400098
HZ416531,15,0.3593523885874474,400133
HZ416521,9,0.4250826039888578,609679
HZ416626,6,0.30086815608329703,400128
HZ416578,8,0.4719986566139397,400141
HZ416514,2,0.42911236430978555,400052
HZ416606,15,0.47025514774981964,609723
HZ416357,0,0.4043325570450373,609710
HZ416539,1,0.1805704492445677,609713
HZ416341,1,0.37806800794023837,609746
HZ416462,0,0.41187761969805076,609756
HZ416462,0,0.393003102518294,400179
HZ416206,2,0.2951950083865132,610570
HZ416561,4,0.15713336897406846,400175
HZ416479,9,0.2809162005271849,400157
HZ416479,9,0.3587451847842121,610323
HZ416421,1,0.3321238139833174,400175
HZ416630,8,0.427750762792861,400052
HZ416680,0,0.4772304506729157,400098
HZ416680,0,0.4980976228067059,400133
HZ416670,1,0.41863606107473833,610394
HZ416705,6,0.34930013117451697,610580
HZ416705,6,0.2722057375143699,609759
HZ416664,1,0.4570644148812248,400118
HZ416614,2,0.3862894525697278,609704
HZ416714,15,0.3515883089313708,609723
HZ416611,2,0.4174771708717866,400056
HZ416611,2,0.4789035897225866,610389
HZ416775,0,0.3143466400844049,610394
HZ416631,0,0.3260144968791739,400098
HZ416631,0,0.23168405237252523,400133
HZ416435,0,0.44516495989543997,400133
HZ416799,12,0.47184239649092646,610381
HZ416799,12,0.4038971092755457,610380
HZ416469,2,0.4472842980775847,610581
HZ416805,2,0.17817319135763346,609725
HZ416776,4,0.16389009018085052,400171
HZ416776,4,0.24622744230092805,400147
HZ416742,0,0.1528767539001389,400098
HZ416742,0,0.051758259102436706,400133
HZ416570,1,0.4438734917103274,609711
HZ416627,1,0.30940075536538075,609712
HZ416771,1,0.427750762792861,400052
HZ416767,8,0.49635242178759437,400118
HZ416679,15,0.3701254890705202,609727
HZ416679,15,0.45169841421713636,400066
HZ416686,1,0.2058158588578148,400137
HZ416849,15,0.20435956679327072,400056
HZ416854,1,0.4306957596557384,610570
HZ416692,9,0.36010719564806426,609726
HZ416796,7,0.46126931626849565,400176
HZ416737,0,0.13243857898856384,400098
HZ416737,0,0.07981906474413743,400133
HZ416876,0,0.3581609272135709,609725
HZ416687,4,0.3290452766023785,609724
HZ416640,7,0.10005232793472045,609739
HZ416839,1,0.3490074741567304,609733
HZ416346,1,0.4858242025520182,400113
HZ416751,0,0.4921583704730375,400105
HZ416855,4,0.23856489589316676,609691
HZ416855,4,0.3713566186892728,400054
HZ416818,11,0.33605530867933125,400119
HZ416689,2,0.2775626296009615,609715
HZ416953,1,0.08733266263274272,400141
HZ416984,0,0.4183968114318482,609692
HZ416989,1,0.4605936874431009,609722
HZ415663,7,0.16237548905719837,609708
HZ416883,1,0.4056153287182772,609723
HZ416869,0,0.3586331505877276,609692
HZ416927,4,0.3794096233731618,400157
HZ416927,4,0.4682778784602007,610323
HZ417018,2,0.30907751564823677,400097
HZ416993,0,0.2768964018156925,400097
HZ416866,0,0.14631992681526756,400104
HZ416866,0,0.03559562894596517,400164
HZ416959,2,0.2978789107185259,400128
HZ417012,16,0.31830348916234436,609682
HZ417012,16,0.17845761211669303,610386
HZ416980,1,0.22956686668257847,400139
HZ417305,2,0.42806389162966973,400131
HZ416955,12,0.2087472002536461,400137
HZ416886,0,0.1503620076144156,610587
HZ415645,4,0.417120686240925,610581
HZ417056,7,0.17469895319852763,400056
HZ416968,1,0.2981361510130352,610565
HZ416988,1,0.48913494619963094,400131
HZ417119,2,0.48597299826915963,400106
HZ416998,1,0.2276671146785043,400094
HZ415714,1,0.0776460288093867,400137
HZ415990,4,0.40264233528964327,610566
HZ415990,4,0.12390038748114465,400118
HZ417170,0,0.40275056765798894,609738
HZ417173,2,0.29181596400151677,609707
HZ417047,1,0.34871614168146614,609711
HZ417195,2,0.48597299826915963,400106
HZ417189,0,0.327591818030837,609740
HZ417174,2,0.21846854473135074,610394
HZ416187,2,0.3163723235380965,400105
HZ417211,0,0.3244375861286857,610580
HZ417211,0,0.3514695455188437,609759
HZ417258,0,0.4147570872968006,400097
HZ416233,7,0.4043275591445098,400144
HZ417315,0,0.23865301251500803,609680
HZ417251,2,0.2672188267434144,610386
HZ417301,0,0.257967509478346,400055
HZ417301,0,0.23127070480013914,610529
HZ415633,9,0.21179772513408315,400077
HZ417339,0,0.48000517620792826,400010
HZ417160,0,0.4113547990988653,610518
HZ417299,10,0.4765983772107765,400156
HZ417363,2,0.10061565239482115,609754
HZ417382,11,0.2709560142892002,400058
HZ417216,0,0.3477287304419479,609766
HZ417426,9,0.43919450464092846,609719
HZ417451,2,0.3769115790356742,400150
HZ417404,9,0.4586502172381612,400032
HZ416884,1,0.49649070257308364,400139
HZ416292,7,0.33677516860549944,609674
HZ417578,9,0.45343373379957624,610529
HZ417334,9,0.09992493533184564,400179
HZ417565,0,0.4076266193482084,609680
HZ417640,2,0.17937004280762261,610518
HZ417680,23,0.4277734425194325,609707
HZ416184,2,0.43453165578753705,609780
HZ416184,2,0.26678260949337707,400054
HZ417808,12,0.44744932756683625,609720
HZ417861,7,0.47306372996813356,609712
HZ417307,0,0.4391385386694677,609740
HZ417495,12,0.25778392711587883,609678
HZ416823,2,0.23133300648930566,400052
HZ416830,9,0.47828358657332437,400010
HZ417824,9,0.3723051606953225,610580
HZ417824,9,0.45194660916663976,609759
HZ418784,0,0.182596148837242,400098
HZ418784,0,0.2803628420533629,400133
HZ416132,1,0.4559179408572265,609768
HZ419286,0,0.33976673875634095,610570
HZ416548,10,0.3394574459802138,609751
HZ416548,10,0.43232124784502574,400137
HZ416906,7,0.4301836008876612,400169
HZ420516,13,0.30891307517643796,400056
HZ420845,2,0.44263930560395476,400129
HZ415771,1,0.4408423918820409,400144
HZ421490,0,0.0604526359279947,400036
HZ421528,12,0.471804647474798,400133
HZ422338,9,0.48424791381888066,609780
HZ422546,6,0.20267532587102638,400129
HZ422862,0,0.07000933735582325,609719
HZ423147,12,0.24875706417138274,400134
HZ416368,4,0.06021783068445207,610394
HZ416032,20,0.25992529380245316,400119
HZ417040,2,0.3470726828792097,400157
HZ417040,2,0.2599531848385445,610323
HZ417031,15,0.3924607354879225,609726
HZ417037,1,0.33467984158563424,610558
HZ417061,16,0.4105890016575511,400125
HZ417061,16,0.31501068733580156,400013
HZ417041,2,0.41516896435010797,400118
HZ417099,1,0.2694457405165206,400053
HZ417099,1,0.46526613964849456,609740
HZ417099,1,0.4734776710655112,610529
HZ417099,1,0.33718140218377246,400051
HZ417108,2,0.35922952945479525,400033
HZ417110,9,0.44860410047162813,400176
HZ417098,1,0.16287488916012613,609707
HZ417096,4,0.45479095420373455,609748
HZ417096,4,0.45152525671201843,610357
HZ417065,1,0.3393741949459506,609712
HZ417097,2,0.33001526954879046,609751
HZ417097,2,0.39591491214033375,400137
HZ417122,1,0.27034580874247066,400105
HZ417122,1,0.44337139697454936,609754
HZ417115,4,0.4950875227695969,400064
HZ417100,7,0.453348556334917,610244
HZ417112,1,0.42428025693019183,400077
HZ417130,9,0.3548350428793171,400176
HZ417137,1,0.25751330535168854,400176
HZ417132,1,0.46984054975374884,609755
HZ417007,1,0.41352302129270807,400058
HZ417157,9,0.4641864880633564,609716
HZ417172,0,0.24482415810764477,610587
HZ417155,7,0.38071242615784545,609735
HZ417131,9,0.38038911703867956,400176
HZ417151,4,0.3400833053263097,609707
HZ417223,0,0.4140906410397461,609711
HZ417247,2,0.41080170170184366,609679
HZ417270,1,0.4866912933817542,610571
HZ417303,4,0.23366640244094186,400119
HZ417302,4,0.3482321498036481,609698
HZ417292,1,0.48208312874606046,400139
HZ417246,15,0.4757771671621901,609723
HZ417308,0,0.188927512139522,609678
HZ417337,9,0.12393139845574361,400054
HZ417391,0,0.37303170827937265,400142
HZ417401,11,0.2698680579634812,610580
HZ417401,11,0.19158197147350178,609759
HZ417425,9,0.39592702993853907,609707
HZ417166,11,0.13513197514492403,610558
HZ417440,0,0.32056925080525805,400058
HZ417406,12,0.22581668445845673,400098
HZ417406,12,0.25924161973887355,400133
HZ417387,1,0.4841712064985026,400098
HZ417387,1,0.46890145701721825,400133
HZ417468,0,0.3885740681639173,609756
HZ417371,1,0.2882574651234958,610245
HZ417371,1,0.48489507978820495,610518
HZ417420,0,0.09426355802111833,609691
HZ417297,2,0.4877882076209065,400094
HZ417297,2,0.4414406923431507,610573
HZ417434,0,0.4457756043438295,609691
HZ417164,7,0.11191746155733938,609682
HZ417164,7,0.3275186839095235,610386
HZ417525,0,0.40424260991229233,609723
HZ417293,1,0.3803738452005565,400056
HZ417293,1,0.3147515563886357,610389
HZ417510,2,0.1439104675603106,610568
HZ417542,6,0.4393818352901107,610566
HZ417542,6,0.4608893067141394,400118
HZ417501,15,0.3278819993762048,400119
HZ417497,1,0.29639169032619345,400032
HZ417422,0,0.3043949889080142,609692
HZ417617,7,0.3845818475928404,400119
HZ417589,4,0.3242257517489164,610543
HZ417169,9,0.44042790661051334,400176
HZ417538,1,0.39846886053494096,609679
HZ417579,6,0.18186849015093662,609725
HZ417580,1,0.42419455843380327,609768
HZ417503,1,0.28844093114145997,609723
HZ417678,0,0.3965878018267272,400102
HZ417678,0,0.468814915911898,400091
HZ417674,2,0.41405330602975576,609751
HZ417712,22,0.31701607912841345,609745
HZ417630,0,0.1577412867789637,610587
HZ417671,12,0.4672668690577502,610386
HZ417764,0,0.4194001994186606,609682
HZ417764,0,0.3536779755124572,610386
HZ417648,0,0.31647572792976836,400097
HZ417648,0,0.20799615393873438,400142
HZ417738,15,0.3607166207089627,400143
HZ417738,15,0.12486819150115691,609693
HZ417651,1,0.3568754320156683,400056
HZ417812,0,0.4752202282323211,609759
HZ417794,0,0.4276572248440704,609780
HZ417794,0,0.3116113661169267,400054
HZ417739,11,0.38709009361784963,609693
HZ417623,2,0.35724613782396886,609693
HZ417553,1,0.4029656361890114,610565
HZ417706,0,0.10455046397479724,610573
HZ417834,15,0.4409018387069642,610518
HZ417796,1,0.4141124932654439,400022
HZ417716,4,0.43892091430103686,400091
HZ417886,6,0.22900773189441015,610394
HZ417886,6,0.39793553571407014,400141
HZ417763,0,0.4822990652164433,609728
HZ417945,6,0.4155505058042314,400117
HZ417864,2,0.38037529764321976,400097
HZ417805,4,0.4102693452175577,400058
HZ417942,1,0.14874086683176263,610561
HZ417942,1,0.40378384079906215,610571
HZ417942,1,0.24301462528543386,610304
HZ417918,15,0.09547567706007538,400094
HZ417941,9,0.3499460531340442,400077
HZ417810,1,0.35683332933661244,400119
HZ417810,1,0.43572383322953434,400123
HZ417894,0,0.38935443925962687,400010
HZ417909,12,0.48211619436706105,610571
HZ417909,12,0.47650758724225356,610304
HZ417859,0,0.4276572248440704,609780
HZ417859,0,0.3116113661169267,400054
HZ417865,4,0.1624909930135866,400119
HZ417816,7,0.44559520880527825,400129
HZ417921,4,0.35999183155003783,400058
HZ417901,4,0.48525887155125264,609704
HZ417971,11,0.44969225118563816,609745
HZ417978,14,0.08357690579789445,609748
HZ418029,6,0.3862876431841283,610394
HZ418029,6,0.20169705618249184,400141
HZ417785,0,0.38935443925962687,400010
HZ418018,0,0.394350670216952,609737
HZ418000,1,0.026332707310948174,609678
HZ418098,2,0.3856786312316367,400134
HZ417903,2,0.4640087187053679,400077
HZ418021,6,0.32823536747706467,400172
HZ417874,4,0.3778291694822337,400098
HZ417874,4,0.262707530954904,400133
HZ418072,12,0.4644955579784764,400113
HZ418072,12,0.37473047757992745,400170
HZ418050,7,0.2762468697161838,400098
HZ418050,7,0.2850608724104339,400133
HZ418124,1,0.2567068443184074,400036
HZ418096,4,0.1718399718843224,609725
HZ417702,7,0.424883148538482,400077
HZ417923,4,0.48457107579442743,400086
HZ417923,4,0.4152140087993459,610506
HZ417711,12,0.41196083632905894,400098
HZ417711,12,0.4389554704312839,400133
HZ418120,12,0.14754570922603,400113
HZ418120,12,0.2363397524912106,400170
HZ418165,0,0.3260144968791739,400098
HZ418165,0,0.23168405237252523,400133
HZ418119,0,0.14754570922603,400113
HZ418119,0,0.2363397524912106,400170
HZ418169,0,0.4335918280634994,610524
HZ418135,6,0.4683042155564997,609768
HZ417933,8,0.13617750877819707,400124
HZ418056,0,0.14754570922603,400113
HZ418056,0,0.2363397524912106,400170
HZ418006,4,0.47285494925697513,400128
HZ418143,2,0.454693726917324,610563
HZ418138,15,0.17269109306735925,400128
HZ417913,0,0.10832940786822483,610564
HZ418214,15,0.11651288642170286,610389
HZ417757,1,0.36786694998859054,610518
HZ418188,15,0.36734459256466107,400056
HZ418180,9,0.32872817225886874,609749
HZ418193,15,0.4684569109327529,400059
HZ418193,15,0.45103387701231007,609722
HZ418196,0,0.14754570922603,400113
HZ418196,0,0.2363397524912106,400170
HZ418091,4,0.4102693452175577,400058
HZ418150,1,0.20480396767361925,400129
HZ418202,4,0.430833640207325,610381
HZ418114,1,0.22222622166429268,400032
HZ418009,16,0.3710611206867159,610565
HZ418230,4,0.2551445796096511,400172
HZ418254,15,0.42461716369186947,609722
HZ418003,7,0.40330069306477145,610394
HZ418003,7,0.37503570297120925,400141
HZ418274,4,0.2750135782352009,609712
HZ418295,12,0.35212058005588537,609769
HZ418295,12,0.4704614513294179,400087
HZ418252,4,0.4271841340588169,400113
HZ418113,13,0.14874086683176263,610561
HZ418113,13,0.40378384079906215,610571
HZ418113,13,0.24301462528543386,610304
HZ418275,1,0.1506688771239871,609780
HZ418181,11,0.167151487988326,609723
HZ418235,11,0.45083531763627843,400139
HZ418205,0,0.4721078649079451,400036
